symbol,name,industry,industry_rank,price,pct_off_high,rs_rating,eps_rating,ad_rating
CCS,Century Communities Inc. Common Stock,Homebuilding,90,62.0,-15.884265593877933,50,47,C-
CCSI,Consensus Cloud Solutions Inc. Common Stock,Computer Software: Prepackaged Software,60,35.369998931884766,-11.242157374599838,81,71,D
CCTG,CCSC Technology International Holdings Limited Class A Ordinary Shares,Building Products,105,0.5199999809265137,-97.77777782306146,11,,A
CCU,Compania Cervecerias Unidas S.A. Common Stock,Beverages (Production/Distribution),110,10.930000305175781,-27.341661183924828,44,34,C-
CCXI,Churchill Capital Corp XI Class A Ordinary Shares,Blank Checks,47,12.229999542236328,-35.96859006295349,69,,B-
CCZ,Comcast Holdings ZONES,Cable & Other Pay Television Services,103,64.66999816894531,-2.7518824527138164,59,,D-
CD,Chaince Digital Holdings Inc. Ordinary Shares,Finance: Consumer Services,74,5.170000076293945,-85.5546243530523,47,,A-
CDE,Coeur Mining Inc. Common Stock,Precious Metals,25,18.940000534057617,-30.161068166914372,67,91,B-
CDIO,Cardio Diagnostics Holdings Inc. Common stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances,110,1.909999966621399,-70.8396960152285,23,26,D-
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),Marine Transportation,5,23.450000762939453,-20.696648613614897,67,,C
CDLX,Cardlytics Inc. Common Stock,Computer Software: Programming Data Processing,90,3.450000047683716,-87.76595760870433,8,17,D-
CDNA,CareDx Inc. Common Stock,Medical Specialities,10,61.369998931884766,0.0,99,86,A
CDNL,Cardinal Infrastructure Group Inc. Class A Common Stock,Military/Government/Technical,94,27.540000915527344,-70.79842898053619,21,,E-
CDNS,Cadence Design Systems Inc. Common Stock,Computer Software: Prepackaged Software,60,322.0,-22.6686547054045,44,86,C
CDP,COPT Defense Properties Common Shares of Beneficial Interest,Real Estate Investment Trusts,60,33.810001373291016,-11.838324071625994,66,54,D+
CDRE,Cadre Holdings Inc. Common Stock,Industrial Specialties,68,26.209999084472656,-42.728626409404825,26,58,C
CDRO,Codere Online Luxembourg S.A. Ordinary Shares,Services-Misc. Amusement & Recreation,99,9.800000190734863,-3.921564960882995,76,,E+
CDT,CDT Equity Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,0.12099999934434891,-99.992710843413,1,26,E-
CDTG,CDT Environmental Technology Investment Holdings Limited ordinary shares,Miscellaneous,140,1.2100000381469727,-94.06862715307173,4,,A+
CDW,CDW Corporation Common Stock,Catalog/Specialty Distribution,63,139.4600067138672,-13.427163937039632,60,50,D+
CDXS,Codexis Inc. Common Stock,Major Chemicals,71,1.3700000047683716,-51.929822785555615,16,17,D-
CDZI,CADIZ Inc. Common Stock,Water Supply,42,3.7100000381469727,-46.38728327682492,30,26,C
CDZIP,Cadiz Inc. Depositary Shares,Water Supply,42,21.799999237060547,-6.809898431195693,69,,C
CE,Celanese Corporation Common Stock,Major Chemicals,71,47.560001373291016,-31.26493432288493,50,63,B-
CECO,CECO Environmental Corp. Common Stock,Pollution Control Equipment,54,72.86000061035156,-26.898763972233198,63,96,D+
CEG,Constellation Energy Corporation Common Stock,Electric Utilities: Central,87,261.6199951171875,-34.87251549811666,33,91,D
CELC,Celcuity Inc. Common Stock,Medical Specialities,10,79.37000274658203,-45.254514356765405,41,17,E+
CELH,Celsius Holdings Inc. Common Stock,Beverages (Production/Distribution),110,28.43000030517578,-56.16712914332228,26,84,C
CELU,Celularity Inc. Class A Common Stock,Biotechnology: Pharmaceutical Preparations,81,1.3200000524520874,-41.85021746505382,86,,A+
CELZ,Creative Medical Technology Holdings Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,0.9700000286102295,-82.64758493501706,8,7,A+
CENN,Cenntro Inc. Common Stock,Auto Manufacturing,137,4.428800106048584,-88.54363909755739,20,26,E
CENT,Central Garden & Pet Company Common Stock,Consumer Specialties,42,39.5099983215332,-15.105291052215453,60,49,D
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,Consumer Specialties,42,34.189998626708984,-15.788177557439854,55,48,D+
CENX,Century Aluminum Company Common Stock,Aluminum,,38.119998931884766,-44.56885154475555,47,99,E
CEPF,Cantor Equity Partners IV Inc. Class A Ordinary Shares,Blank Checks,47,10.28499984741211,-3.1544260052441264,52,99,D
CEPO,Cantor Equity Partners I Inc. Class A Ordinary Shares,Blank Checks,47,10.765000343322754,-0.3240726554999074,56,37,C+
CEPS,Cantor Equity Partners VI Inc. Class A Ordinary Shares,Blank Checks,47,10.300000190734863,-1.3409903762017006,53,65,D-
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),Electric Utilities: Central,87,13.420000076293945,-25.236771554898162,52,93,D+
CEPV,Cantor Equity Partners V Inc. Class A Ordinary Shares,,,10.359999656677246,-0.8612454950295279,53,99,C
CERS,Cerus Corporation Common Stock,Medical/Dental Instruments,81,2.609999895095825,-20.426831772503316,80,17,B
CERT,Certara Inc. Common Stock,Computer Software: Prepackaged Software,60,8.890000343322754,-34.63235225025759,84,17,B
CET,Central Securities Corporation Common Stock,Finance/Investors Services,40,56.38999938964844,-1.0528202687263066,70,,C+
CETX,Cemtrex Inc. Common Stock,Electrical Products,12,2.049999952316284,-97.82377917332349,5,1,A-
CETY,Clean Energy Technologies Inc. Common Stock,Oil/Gas Transmission,50,1.0049999952316284,-76.73611214591394,52,26,B+
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,Finance/Investors Services,40,9.989999771118164,-7.389570808966084,54,,C-
CEVA,CEVA Inc. Common Stock,Computer Software: Programming Data Processing,90,34.459999084472656,-31.162608591420405,82,41,C+
CF,CF Industries Holdings Inc. Common Stock,Agricultural Chemicals,136,118.44000244140625,-14.95656005747218,80,71,C
CFBK,CF Bankshares Inc. Common Stock,Major Banks,20,34.11000061035156,-6.058938804000524,80,55,B-
CFFI,C&F Financial Corporation Common Stock,Major Banks,20,93.01000213623047,-3.376272520127821,83,70,A-
CFFN,Capitol Federal Financial Inc. Common Stock,Savings Institutions,13,8.65999984741211,-4.867662109345739,78,65,C+
CFG,Citizens Financial Group Inc. Common Stock,Major Banks,20,64.7300033569336,-13.381506156552557,62,68,D
CFR,Cullen/Frost Bankers Inc. Common Stock,Major Banks,20,156.2100067138672,-7.566165575310024,72,85,C-
CG,The Carlyle Group Inc. Common Stock,Investment Managers,55,39.41999816894531,-39.122491458416356,26,36,D
CGAU,Centerra Gold Inc. Common Shares,Precious Metals,25,22.780000686645508,-6.061852838575222,94,84,B+
CGBD,Carlyle Secured Lending Inc. Common Stock,Finance: Consumer Services,74,11.149999618530273,-7.621795892877003,59,33,C+
CGC,Canopy Growth Corporation Common Shares,Medicinal Chemicals and Botanical Products,123,0.9290000200271606,-51.61458120875366,34,17,B
CGCFU,Cartesian Growth Corporation IV Unit,Blank Checks,47,9.890000343322754,-1.0999965667724654,50,,C
CGEM,Cullinan Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,15.4399995803833,-32.72331561175192,88,7,E-
CGEN,Compugen Ltd. Ordinary Shares,Biotechnology: Biological Products (No Diagnostic Substances),74,2.369999885559082,-23.548388436483215,87,39,B+
CGNT,Cognyte Software Ltd. Ordinary Shares,Computer Software: Prepackaged Software,60,8.699999809265137,-28.92156885661148,58,55,C+
CGNX,Cognex Corporation Common Stock,Industrial Machinery/Components,103,57.70000076293945,-20.214040003886513,71,86,D-
CGON,CG Oncology Inc. Common stock,Biotechnology: Biological Products (No Diagnostic Substances),74,68.76000213623047,-14.774415126248607,85,7,D
CGTL,Creative Global Technology Holdings Limited Class A Ordinary Shares,Retail: Computer Software & Peripheral Equipment,6,3.799999952316284,-95.1282051893381,7,,A+
CGTX,Cognition Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,0.9509999752044678,-51.23077169489807,23,7,E+
CHA,Chagee Holdings Limited American Depositary Shares,Restaurants,94,11.470000267028809,-30.242134789557127,45,93,A-
CHAI,Core AI Holdings Inc. Common Shares,Telecommunications Equipment,94,0.28600001335144043,-97.77950302165928,3,26,A+
CHCI,Comstock Holding Companies Inc. Class A Common Stock,Real Estate,74,19.399999618530273,-8.274231827724298,88,7,A-
CHCO,City Holding Company Common Stock,Major Banks,20,140.08999633789062,-5.331801336293807,70,79,C
CHCT,Community Healthcare Trust Incorporated Common Stock,Real Estate Investment Trusts,60,14.3100004196167,-23.046389235916653,40,78,E
CHD,Church & Dwight Company Inc. Common Stock,Package Goods/Cosmetics,47,95.33000183105469,-8.861059931699188,60,65,C-
CHDN,Churchill Downs Incorporated Common Stock,Services-Misc. Amusement & Recreation,99,79.41000366210938,-32.46874212502943,32,53,D
CHE,Chemed Corp,Medical/Nursing Services,35,495.6499938964844,-10.207341593220953,73,73,D+
CHEC,Chenghe Acquisition III Co. Class A Ordinary Share,,,10.279999732971191,0.0,56,99,C+
CHEF,The Chefs' Warehouse Inc. Common Stock,Food Distributors,74,110.36000061035156,-4.466755698286762,92,96,C+
CHGA,Change Agents Corporation Common Stock,EDP Services,116,2.059999942779541,-95.91269864997565,3,26,A+
CHGG,Chegg Inc. Common Stock,Other Consumer Services,124,0.7300000190734863,-54.938270560199044,24,17,B
CHH,Choice Hotels International Inc. Common Stock,Hotels/Resorts,87,100.95999908447266,-17.083577728320577,46,68,D+
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Computer Software: Prepackaged Software,60,136.2899932861328,-34.13078590984963,38,75,B-
CHMG,Chemung Financial Corp Common Stock,Major Banks,20,82.08999633789062,-3.2673531160108515,88,82,B-
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,Real Estate Investment Trusts,60,2.740000009536743,-7.744108311713105,75,57,A
CHNR,China Natural Resources Inc. Common Stock,Precious Metals,25,3.819999933242798,-46.72245617021956,34,,A
CHOW,ChowChow Cloud International Holdings Limited Ordinary Shares,Computer Software: Prepackaged Software,60,0.7009999752044678,-94.00854712280122,80,,A+
CHPT,ChargePoint Holdings Inc. Common Stock,Industrial Machinery/Components,103,8.979999542236328,-27.22852973098966,90,17,A+
CHR,Cheer Holding Inc. Class A Ordinary Share,EDP Services,116,1.600000023841858,-98.73015871123661,11,,B+
CHRD,Chord Energy Corporation Common Stock,Oil & Gas Production,13,140.02000427246094,-10.815283902891126,84,78,C+
CHRN,ChronoScale Holdings Corporation Common Stock,Industrial Machinery/Components,103,21.850000381469727,-26.257168409233213,98,,D-
CHRS,Coherus Oncology Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,1.1699999570846558,-53.38645571593348,23,42,D-
CHRW,C.H. Robinson Worldwide Inc. Common Stock,Integrated Freight & Logistics,138,146.1999969482422,-29.887019272106873,36,55,E+
CHSN,Chanson International Holding Class A Ordinary Shares,Packaged Foods,113,1.190000057220459,-99.5896551526826,8,,A+
CHT,Chunghwa Telecom Co. Ltd.,Telecommunications Equipment,94,46.06999969482422,-0.2813875886762296,68,52,B
CHTR,Charter Communications Inc. Class A Common Stock New,Cable & Other Pay Television Services,103,117.55000305175781,-58.424698623524854,16,59,E+
CHWY,Chewy Inc. Class A Common Stock,Catalog/Specialty Distribution,63,18.31999969482422,-54.70951953205123,21,87,E
CHYM,Chime Financial Inc. Class A Common Stock,Finance: Consumer Services,74,27.06999969482422,-21.649782076443003,86,63,B-
CI,The Cigna Group Common Stock,Medical Specialities,10,265.5,-12.695376356322397,45,53,D+
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),Life Insurance,17,3.609999895095825,-43.41693055890845,15,50,D
CIEN,Ciena Corporation Common Stock,Telecommunications Equipment,94,358.42999267578125,-42.834131949636166,84,95,D-
CIFR,Cipher Digital Inc. Common Stock,Finance: Consumer Services,74,18.100000381469727,-37.97121250112101,50,26,B-
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Electric Utilities: Central,87,2.069999933242798,-20.89460922768319,55,46,C
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Real Estate,74,92.2300033569336,-45.376586521890715,29,95,D+
CIIT,Tianci International Inc. Common Stock,Computer Communications Equipment,23,2.7850000858306885,-96.02142844881331,3,38,E-
CIM,Chimera Investment Corporation Common Stock,Real Estate Investment Trusts,60,10.40999984741211,-22.84004016734793,30,42,E
CINF,Cincinnati Financial Corporation Common Stock,Property-Casualty Insurers,42,162.3300018310547,-14.98442367352295,50,95,D
CING,Cingulate Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,5.059999942779541,-56.603773507745046,68,17,C-
CINT,CI&T Inc Class A Common Shares,EDP Services,116,3.009999990463257,-45.667869834127806,19,62,E
CION,CION Investment Corporation Common Stock,Finance/Investors Services,40,7.130000114440918,-20.975756136329306,61,41,B
CIRC,Circle8 Group Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments,4,0.3319999873638153,-92.62222250302634,3,26,B+
CISO,CISO Global Inc. Common Stock,Professional Services,47,0.23499999940395355,-83.21428547100145,15,26,E
CISS,C3is Inc. Common Stock,Marine Transportation,5,1.1200000047683716,-99.99508599506507,1,78,E-
CITR,CitroTech Inc. Common Stock,Major Chemicals,71,4.269999980926514,-57.680872979656584,13,,E
CIVB,Civista Bancshares Inc. Common Stock,Major Banks,20,27.059999465942383,-7.072208234484146,72,47,C
CIX,CompX International Inc. Common Stock,Industrial Machinery/Components,103,36.2599983215332,-5.793721121558604,91,66,A-
CJMB,Callan JMB Inc. Common Stock,Business Services,66,2.190000057220459,-55.935610670599054,96,26,A
CKX,CKX Lands Inc. Common Stock,Oil & Gas Production,13,10.960000038146973,-11.111110251712786,54,60,B
CL,Colgate-Palmolive Company Common Stock,Package Goods/Cosmetics,47,85.31999969482422,-12.90859737527944,55,50,D+
CLAR,Clarus Corporation Common Stock,Recreational Games/Products/Toys,81,3.509999990463257,-8.115181889974066,70,63,B
CLB,Core Laboratories Inc. Common Stock,Oilfield Services/Equipment,35,10.489999771118164,-46.5528988481108,27,47,D-
CLBK,Columbia Financial Inc. Common Stock,Savings Institutions,13,11.260000228881836,-4.737728260581909,89,64,B
CLBT,Cellebrite DI Ltd. Ordinary Shares,Computer Software: Prepackaged Software,60,11.369999885559082,-41.87116464212395,23,37,E-
CLDI,Calidi Biotherapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,1.2000000476837158,-95.50898174206178,4,7,D+
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Real Estate Investment Trusts,60,13.399999618530273,-2.8281388281479525,92,58,B-
CLDX,Celldex Therapeutics Inc.,Biotechnology: In Vitro & In Vivo Diagnostic Substances,110,31.479999542236328,-29.84176444928208,62,17,E-
CLF,Cleveland-Cliffs Inc. Common Stock,Metal Mining,52,12.5,-22.744130010915974,74,17,B+
CLFD,Clearfield Inc. Common Stock,Telecommunications Equipment,94,30.530000686645508,-40.44088629277125,39,39,C
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Industrial Specialties,68,4.119999885559082,-86.87898109677772,16,7,A+
CLH,Clean Harbors Inc. Common Stock,Environmental Services,81,316.07000732421875,-3.1470212443829193,76,80,B
CLIK,Click Holdings Limited Class A Ordinary Share,Diversified Commercial Services,85,1.159999966621399,-88.91013420276337,9,,A+
CLIR,ClearSign Technologies Corporation Common Stock (DE),Industrial Machinery/Components,103,3.4600000381469727,-67.35849138085379,27,26,E-
CLLS,Cellectis S.A. American Depositary Shares,Biotechnology: Pharmaceutical Preparations,81,1.4299999475479126,-73.27102854133372,7,17,E-
CLMB,Climb Global Solutions Inc. Common Stock,Retail: Computer Software & Peripheral Equipment,6,31.15999984741211,-12.94839785289098,83,54,B+
CLMT,Calumet Inc. Common Stock,Integrated oil Companies,1,53.849998474121094,-8.806097934165368,97,66,B+
CLNE,Clean Energy Fuels Corp. Common Stock,Natural Gas Distribution,31,1.6399999856948853,-46.4052282234621,24,17,D
CLNN,Clene Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,4.210000038146973,-66.31999969482422,18,26,C-
CLOV,Clover Health Investments Corp. Class A Common Stock,Medical Specialities,10,4.510000228881836,-16.635852937422747,91,63,C+
CLPR,Clipper Realty Inc. Common Stock,Real Estate Investment Trusts,60,3.4100000858306885,-8.466559291047005,68,17,D+
CLPS,CLPS Incorporation Common Stock,Computer Software: Prepackaged Software,60,1.0149999856948853,-37.34568007979664,64,,A
CLPT,ClearPoint Neuro Inc. Common Stock,Medical/Dental Instruments,81,14.609999656677246,-50.6418936878682,64,26,C
CLRB,Cellectar Biosciences Inc.  Common Stock,Biotechnology: Pharmaceutical Preparations,81,2.0799999237060547,-66.2884943600289,18,26,E+
CLRO,ClearOne Inc. Common Stock,Telecommunications Equipment,94,3.430000066757202,-75.2167627966692,32,7,A
CLS,Celestica Inc. Common Stock,Electrical Products,12,373.55999755859375,-20.92294615049236,77,92,B+
CLSK,CleanSpark Inc. Common Stock,Finance: Consumer Services,74,14.260000228881836,-38.5344837933743,66,44,B+
CLST,Catalyst Bancorp Inc. Common Stock,Savings Institutions,13,17.899999618530273,-1.377410497269449,73,67,B
CLVT,Clarivate Plc Ordinary Shares,EDP Services,116,1.840000033378601,-52.69922920930288,19,17,D+
CLW,Clearwater Paper Corporation Common Stock,Paper,52,20.270000457763672,-13.041609085493,77,17,B+
CLWT,Euro Tech Holdings Company Limited Common Stock,Professional and commerical equipment,,1.4500000476837158,-24.083765810288337,64,,B
CLX,Clorox Company (The) Common Stock,Specialty Chemicals,130,81.80000305175781,-34.09973342872614,28,54,E
CLYM,Climb Bio Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,11.890000343322754,-33.352016582813896,98,7,E+
CM,Canadian Imperial Bank of Commerce Common Stock,Commercial Banks,13,111.41999816894531,-9.95636003516649,72,67,D+
CMBT,CMB.TECH NV Ordinary Shares,Marine Transportation,5,19.040000915527344,-6.712390701259485,94,,B+
CMC,Commercial Metals Company Common Stock,Steel/Iron Ore,33,64.22000122070312,-22.319480530506798,46,68,E+
CMCL,Caledonia Mining Corporation Plc Common Shares,Precious Metals,25,23.8700008392334,-35.97933230175253,57,88,B-
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,Computer Software: Prepackaged Software,60,2.6500000953674316,-69.98867363234137,11,17,E-
CMCO,Columbus McKinnon Corporation Common Stock,Construction/Ag Equipment/Trucks,31,16.030000686645508,-30.335339330962587,60,17,D
CMCSA,Comcast Corporation Class A Common Stock,Cable & Other Pay Television Services,103,22.1299991607666,-30.134373914793933,34,51,D-
CMCT,Creative Media & Community Trust Corporation Common stock,Real Estate Investment Trusts,60,2.140000104904175,-99.83385092353228,5,17,E-
CMDB,Costamare Bulkers Holdings Limited Common Stock,Marine Transportation,5,22.799999237060547,-6.976748167494007,91,69,C+
CME,CME Group Inc. Class A Common Stock,Investment Bankers/Brokers/Service,56,268.9100036621094,-14.824072975875735,65,57,C+
CMG,Chipotle Mexican Grill Inc. Common Stock,Restaurants,94,32.0099983215332,-24.43343281324013,40,58,D
CMI,Cummins Inc. Common Stock,Industrial Machinery/Components,103,521.0700073242188,-28.117551547459428,40,70,E+
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Biotechnology: Pharmaceutical Preparations,81,2.200000047683716,-37.14285578046527,81,17,B
CMND,Clearmind Medicine Inc. Common Shares,Biotechnology: Pharmaceutical Preparations,81,0.8100000023841858,-99.81074766299434,2,26,E-
CMP,Compass Minerals Intl Inc Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels),94,22.75,-32.10981456426673,46,36,E+
CMPR,Cimpress plc Ordinary Shares (Ireland),Publishing,37,78.61000061035156,-25.353715285565837,58,97,E+
CMPS,COMPASS Pathways Plc American Depository Shares,Biotechnology: Pharmaceutical Preparations,81,13.09000015258789,-13.824881407550505,95,7,B+
CMPX,Compass Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,1.1349999904632568,-83.0343799588124,6,17,E-
CMRC,Commerce.com Inc. Series 1 Common Stock,Computer Software: Prepackaged Software,60,3.1500000953674316,-42.831216614909785,48,97,A
CMRE,Costamare Inc. Common Stock $0.0001 par value,Marine Transportation,5,14.65999984741211,-16.907743258024777,53,44,C-
CMS,CMS Energy Corporation Common Stock,Power Generation,99,62.77000045776367,-20.230144577593666,32,45,D-
CMT,Core Molding Technologies Inc Common Stock,Plastic Products,29,23.100000381469727,-18.51851826933848,61,41,C+
CMTG,Claros Mortgage Trust Inc. Common Stock,Real Estate,74,1.2999999523162842,-64.86486660641765,9,7,E-
CMTL,Comtech Telecommunications Corp. Common Stock,Radio And Television Broadcasting And Communications Equipment,71,1.3899999856948853,-76.75585315616361,10,17,E+
CMTV,Community Bancorp. Common Stock,Major Banks,20,40.470001220703125,-4.099524907486818,88,60,B
CNA,CNA Financial Corporation Common Stock,Property-Casualty Insurers,42,46.11000061035156,-15.8414400835719,57,55,D
CNC,Centene Corporation Common Stock,Medical Specialities,10,61.91999816894531,-10.790959657091658,90,67,D-
CNCK,Coincheck Group N.V. Ordinary Shares,Finance: Consumer Services,74,1.6799999475479126,-78.68020402094743,18,17,A
CNDT,Conduent Incorporated Common Stock,Business Services,66,1.6299999952316284,-42.60563223614051,61,7,C-
CNET,ZW Data Action Technologies Inc. Common Stock,Computer Software: Programming Data Processing,90,1.3700000047683716,-46.274508612286965,84,37,A-
CNEY,CN Energy Group Inc. Class A Ordinary Shares,Major Chemicals,71,0.5809999704360962,-77.93391594517803,51,,A
CNF,CNFinance Holdings Limited American Depositary Shares each representing two hundred (200) Ordinary Shares,Finance: Consumer Services,74,1.8700000047683716,-70.82683230447593,11,,A
CNH,CNH Industrial N.V. Common Shares,Construction/Ag Equipment/Trucks,31,13.279999732971191,-7.777777189089907,82,40,A-
CNI,Canadian National Railway Company Common Stock,Railroads,25,119.91999816894531,-7.6673745941028715,73,52,C
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,Movies/Entertainment,3,36.97999954223633,-3.4656176702376973,86,42,B
CNL,Collective Mining Ltd. Common Shares,,,13.029999732971191,-37.32564137003222,45,26,E
CNM,Core & Main Inc. Class A Common Stock,Durable Goods,138,41.619998931884766,-29.565072221341016,28,54,D-
CNMD,CONMED Corporation Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus,58,45.18000030517578,-12.880833448818763,76,77,B+
CNNE,Cannae Holdings Inc. Common Stock,Restaurants,94,15.529999732971191,-13.843280802468117,68,63,B-
CNO,CNO Financial Group Inc. Common Stock,Accident &Health Insurance,11,53.52000045776367,-5.380836154665358,78,67,C-
CNOB,ConnectOne Bancorp Inc. Common Stock,Major Banks,20,30.889999389648438,-8.907424970884026,66,82,C-
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,Electric Utilities: Central,87,36.81999969482422,-17.761898980346047,37,73,D-
CNQ,Canadian Natural Resources Limited Common Stock,Oil & Gas Production,13,47.93000030517578,-7.0223064703408555,85,88,C
CNR,Core Natural Resources Inc. Common Stock,Coal Mining,74,88.76000213623047,-21.449548879901904,56,89,D+
CNS,Cohen & Steers Inc Common Stock,Investment Managers,55,75.1500015258789,-12.259194177395848,70,61,D+
CNSP,CNS Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,5.150000095367432,-51.27719731260525,74,26,B+
CNSY,Cerenome Inc. Common Stock,Medical/Dental Instruments,81,1.8700000047683716,-91.59550559654664,4,26,E
CNTB,Connect Biopharma Holdings Limited Ordinary Shares,Biotechnology: Pharmaceutical Preparations,81,1.100000023841858,-70.18970171316346,9,7,E-
CNTN,Canton Strategic Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,2.309999942779541,-57.84671651935328,28,26,A
CNTX,Context Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,0.3709999918937683,-88.95833322985305,7,26,E
CNTY,Century Casinos Inc. Common Stock,Hotels/Resorts,87,1.1100000143051147,-58.270677500430445,22,17,E+
CNVS,Cineverse Corp. Class A Common Stock,Consumer Electronics/Video Chains,124,2.0399999618530273,-41.71428680419922,25,17,A-
CNX,CNX Resources Corporation Common Stock,Oil & Gas Production,13,33.40999984741211,-21.591177261575602,45,90,D
CNXC,Concentrix Corporation Common Stock,Computer Software: Prepackaged Software,60,29.389999389648438,-44.59437107762213,59,46,B+
CNXN,PC Connection Inc. Common Stock,Catalog/Specialty Distribution,63,89.0199966430664,0.0,89,84,B
CNXU,Conexeu Sciences Inc. Common Stock,Industrial Specialties,68,3.9600000381469727,-76.49851662613692,5,26,E-
COAG,Hemab Therapeutics Holdings Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,35.720001220703125,-34.98361464585492,72,,E+
COCH,Envoy Medical Inc. Class A Common Stock,Industrial Specialties,68,0.7160000205039978,-54.96855311489743,53,7,A-
COCO,The Vita Coco Company Inc. Common Stock,Beverages (Production/Distribution),110,59.16999816894531,-29.57629072480068,55,94,C-
COCP,Cocrystal Pharma Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,1.149999976158142,-26.751596322431503,64,26,A
CODA,Coda Octopus Group Inc. Common stock,Industrial Machinery/Components,103,10.710000038146973,-36.097852673707855,70,65,A-
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,Home Furnishings,33,11.25,-11.487018361644552,93,70,B+
CODX,Co-Diagnostics Inc. Common Stock,Medical/Dental Instruments,81,1.149999976158142,-96.95767195934057,5,26,E-
COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,Other Consumer Services,124,11.569999694824219,-79.1756670107172,11,17,E-
COF,Capital One Financial Corporation Common Stock,Major Banks,20,196.61000061035156,-22.885386252555374,42,79,D
COFS,ChoiceOne Financial Services Inc. Common Stock,Major Banks,20,32.869998931884766,-4.241707680635476,67,44,C
COGT,Cogent Biosciences Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,31.43000030517578,-26.633986477058524,73,7,D
COHN,Cohen & Company Inc.,Investment Bankers/Brokers/Service,56,10.109999656677246,-63.27070230682417,30,80,E
COHR,Coherent Corp. Common Stock,Electronic Components,2,290.6099853515625,-31.92392059324871,87,89,B-
COHU,Cohu Inc. Common Stock,Electrical Products,12,63.70000076293945,-13.81410146567774,96,71,A-
COIN,Coinbase Global Inc. Class A Common Stock,Finance: Consumer Services,74,199.2100067138672,-48.560432678703016,62,42,A
COKE,Coca-Cola Consolidated Inc. Common Stock,Beverages (Production/Distribution),110,189.64999389648438,-12.331009794048553,77,61,D
COLB,Columbia Banking System Inc. Common Stock,Major Banks,20,29.18000030517578,-12.121127176734447,57,55,D+
COLD,Americold Realty Trust Inc. Common Stock,Real Estate Investment Trusts,60,14.359999656677246,-11.630771343524637,72,31,C
COLL,Collegium Pharmaceutical Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,22.639999389648438,-54.574640207995905,13,42,E+
COLM,Columbia Sportswear Company Common Stock,Apparel,121,56.970001220703125,-15.541002445374941,51,83,D
COMP,Compass Inc. Class A Common Stock,Real Estate,74,9.289999961853027,-31.590574270653338,48,88,E+
CON,Concentra Group Holdings Parent Inc. Common Stock,Medical Specialities,10,34.619998931884766,-4.811658101165939,91,70,B
COO,The Cooper Companies Inc. Common Stock,Ophthalmic Goods,128,55.380001068115234,-34.32163037411087,23,82,E-
COOK,Traeger Inc. Common Stock,Consumer Electronics/Appliances,64,46.72999954223633,-43.0121956801996,42,37,E+
COOT,Australian Oilseeds Holdings Limited Ordinary Shares,Packaged Foods,113,0.48500001430511475,-81.62878806693385,28,,A+
COP,ConocoPhillips Common Stock,Integrated oil Companies,1,129.33999633789062,-8.412409559638833,83,70,C
COR,Cencora Inc. Common Stock,Other Pharmaceuticals,46,309.8699951171875,-16.819550521058492,54,53,C
